"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300524";"SUCO";"SUCO, APRESENTAÇÃO LÍQUIDO, SABOR UVA, TIPO NATURAL, CARACTERÍSTICAS ADICIONAIS CONCENTRADO";"15";"51,52"
"30911";"Fundo Nacional de Segurança Pública";"200331";"FUNDO NACIONAL DE SEGURANCA PUBLICA - FNSP";"001102023";"2003310500024202200001";"VEÍCULO TRANSPORTE PESSOAL";"VEÍCULO TRANSPORTE PESSOAL, TIPO SEDAN, COMBUSTÍVEL ÁLCOOL/ GASOLINA, CAPACIDADE TANQUE COMBUSTÍVEL 55 L, TIPO CÂMBIO AUTOMÁTICO, CARACTERÍSTICAS ADICIONAIS AR CONDICIONADO, DIREÇÃO HIDRÁULICA, TRAVA ELÉTRI, CAPACIDADE PASSAGEIRO 5 UN, POTÊNCIA MÍNIMA 116 CV";"8";"127800,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300302";"CANJICA";"CANJICA, GRUPO MISTURADA, SUBGRUPO MISTURADA, CLASSE BRANCA, QUALIDADE TIPO 3, CARACTERÍSTICA ADICIONAL NÃO TRANSGÊNICO";"44";"5,00"
"30911";"Fundo Nacional de Segurança Pública";"200331";"FUNDO NACIONAL DE SEGURANCA PUBLICA - FNSP";"001102023";"2003310500024202200003";"VEÍCULO TRANSPORTE PESSOAL";"VEÍCULO TRANSPORTE PESSOAL, TIPO SEDAN, COMBUSTÍVEL ÁLCOOL/ GASOLINA, CAPACIDADE TANQUE COMBUSTÍVEL 55 L, TIPO CÂMBIO AUTOMÁTICO, CARACTERÍSTICAS ADICIONAIS AR CONDICIONADO, DIREÇÃO HIDRÁULICA, TRAVA ELÉTRI, CAPACIDADE PASSAGEIRO 5 UN, POTÊNCIA MÍNIMA 116 CV";"7";"127400,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300480";"LEGUME EM CONSERVA";"LEGUME EM CONSERVA, TIPO PALMITO, APRESENTAÇÃO INTEIRO";"60";"20,95"
"30911";"Fundo Nacional de Segurança Pública";"200331";"FUNDO NACIONAL DE SEGURANCA PUBLICA - FNSP";"001102023";"2003310500024202200004";"VEÍCULO TRANSPORTE PESSOAL";"VEÍCULO TRANSPORTE PESSOAL, TIPO SEDAN, COMBUSTÍVEL ÁLCOOL/ GASOLINA, CAPACIDADE TANQUE COMBUSTÍVEL 55 L, TIPO CÂMBIO AUTOMÁTICO, CARACTERÍSTICAS ADICIONAIS AR CONDICIONADO, DIREÇÃO HIDRÁULICA, TRAVA ELÉTRI, CAPACIDADE PASSAGEIRO 5 UN, POTÊNCIA MÍNIMA 116 CV";"13";"127400,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300244";"REQUEIJÃO";"REQUEIJÃO, INGREDIENTES QUEIJO CREMOSO, TIPO CATUPIRY, CONSERVAÇÃO 1 A 10 °C";"15";"19,90"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300024";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"ELABORAÇÃO DE PLANO DE MANUTENÇÃO, OPERAÇÃO E CONTROLE (PMOC).";"1";"1000,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300459";"LEGUME IN NATURA";"LEGUME IN NATURA, TIPO BATATA INGLESA, APRESENTAÇÃO ORGÂNICO";"672";"3,40"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300021";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - CARGA/RECARGA DE GÁS REFRIGERANTE.";"2";"150,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300476";"LEGUME EM CONSERVA";"LEGUME EM CONSERVA, TIPO AZEITONA VERDE, APRESENTAÇÃO FATIADA";"31";"34,00"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300084";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - ELABORAÇÃO DE PLANO DE MANUTENÇÃO, OPERAÇÃO E CONTROLE (PMOC), INCLUINDO ANÁLISE DE QUALIDADE DO AR INTERIOR.";"1";"1000,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300320";"FERMENTO";"FERMENTO, TIPO BIOLÓGICO FRESCO, APRESENTAÇÃO PASTA";"100";"18,02"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300081";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - CARGA/RECARGA DE GÁS REFRIGERANTE.";"2";"145,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300539";"REFRIGERANTE";"REFRIGERANTE, MATERIAL ÁGUA GASOSA/XAROPE, SABOR LARANJA";"20";"5,99"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300085";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - MANUTENÇÃO PREVENTIVA.";"16";"140,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300512";"TEMPERO";"TEMPERO, TIPO ALHO E SAL, APRESENTAÇÃO PASTA, APLICAÇÃO USO CULINÁRIO";"20";"11,99"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300080";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - MANUTENÇÃO CORRETIVA COM FORNECIMENTO E REPOSIÇÃO DE PEÇAS,MATERIAIS, COMPONENTES E ACESSÓRIOS.";"5";"290,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300542";"ÁGUA COCO";"ÁGUA COCO, MATERIAL ÁGUA CÔCO VERDE, PRAZO VALIDADE 3 (ABERTO) DIAS, CARACTERÍSTICAS ADICIONAIS EMBALAGEM TIPO LONGA VIDA";"20";"3,99"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300019";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - MANUTENÇÃO PREVENTIVA.";"24";"158,33"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300711";"PÃO";"PÃO, BASE DE FARINHA DE TRIGO REFINADA, TIPO SEMI-DOCE, TIPO ADICIONAL CARTEIRA";"1000";"14,94"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300083";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - INSTALAÇÃO E/OU DESINSTALAÇÃO DE EQUIPAMENTOS/APARELHOS.";"2";"600,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300508";"TEMPERO";"TEMPERO, TIPO CALDO, APRESENTAÇÃO PÓ, APLICAÇÃO USO CULINÁRIO, SABOR GALINHA";"10";"19,99"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300022";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - REPOSIÇÃO DE COMPRESSOR E/OU PLACA ELETRÔNICA PRINCIPAL.";"2";"2146,81"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300527";"SUCO";"SUCO, APRESENTAÇÃO POLPA, SABOR LIMÃO, TIPO NATURAL, CARACTERÍSTICAS ADICIONAIS CONCENTRADO";"20";"57,99"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300023";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - INSTALAÇÃO E/OU DESINSTALAÇÃO DE EQUIPAMENTOS/APARELHOS.";"2";"602,86"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300490";"CONDIMENTO";"CONDIMENTO, TIPO AÇAFRÃO, APRESENTAÇÃO PÓ";"11";"20,55"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300079";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - MANUTENÇÃO PREVENTIVA.";"40";"140,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300489";"CONDIMENTO";"CONDIMENTO, TIPO PÁPRICA DOCE, APRESENTAÇÃO PÓ";"5";"12,99"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300082";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - REPOSIÇÃO DE COMPRESSOR E/OU PLACA ELETRÔNICA PRINCIPAL.";"2";"2146,81"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300367";"CREME DE LEITE";"CREME DE LEITE, TEOR GORDURA ATÉ 20% DE GORDURA, PROCESSAMENTO UHT";"60";"12,99"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300089";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - INSTALAÇÃO E/OU DESINSTALAÇÃO DE EQUIPAMENTOS/APARELHOS.";"1";"600,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300326";"PÃO";"PÃO, BASE DE FARINHA DE TRIGO REFINADA, TIPO DE FORMA, TIPO ADICIONAL TRADICIONAL, APRESENTAÇÃO FATIADO, TIPO EMBALAGEM EMBALAGEM INDIVIDUAL";"100";"13,25"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300087";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - CARGA/RECARGA DE GÁS REFRIGERANTE.";"1";"145,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300669";"SACO";"SACO, MATERIAL PLÁSTICO TRANSPARENTE, CAPACIDADE 5 KG, APLICAÇÃO ACONDICIONAMENTO DE ALIMENTOS, ALTURA 45 CM, LARGURA 35 CM";"1";"60,00"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300088";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - REPOSIÇÃO DE COMPRESSOR E/OU PLACA ELETRÔNICA PRINCIPAL.";"1";"2146,81"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300617";"PÃO";"PÃO, BASE DE FARINHA DE TRIGO REFINADA, TIPO SEMI-DOCE, TIPO ADICIONAL HAMBURGER/REDONDO";"50";"14,99"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300020";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - MANUTENÇÃO CORRETIVA COM FORNECIMENTO E REPOSIÇÃO DE PEÇAS,MATERIAIS, COMPONENTES E ACESSÓRIOS.";"3";"300,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300515";"BICARBONATO DE SÓDIO";"BICARBONATO DE SÓDIO, APRESENTAÇÃO PÓ";"5";"7,99"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300086";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"AR CONDICIONADO - MANUTENÇÃO CORRETIVA COM FORNECIMENTO E REPOSIÇÃO DE PEÇAS,MATERIAIS, COMPONENTES E ACESSÓRIOS.";"2";"290,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300628";"BOLO ALIMENTÍCIO";"BOLO ALIMENTÍCIO, SABOR VARIADO, TIPO SEM RECHEIO, PESO 40 G, PRAZO VALIDADE MÍNIMO 6 MESES";"100";"1,29"
"25205";"Fundação Instituto Brasileiro de Geografia ";"114626";"SUPERINTENDENCIA ESTADUAL IBGE NO MATO GROSSO";"001102023";"1146260500006202300090";"AR CONDICIONADO - MANUTENÇÃO DE SISTEMAS / LIMPEZA";"ELABORAÇÃO DE PLANO DE MANUTENÇÃO, OPERAÇÃO E CONTROLE (PMOC).";"1";"1000,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300538";"REFRIGERANTE";"REFRIGERANTE, MATERIAL ÁGUA GASOSA/XAROPE, SABOR LARANJA";"60";"6,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300264";"GELÉIA";"GELÉIA, TIPO FRUTAS, SABOR VARIADO, PRAZO VALIDADE MÍNIMO 12 MESES";"103";"0,60"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300491";"CONDIMENTO";"CONDIMENTO, TIPO PIMENTA DE CHEIRO, APRESENTAÇÃO NATURAL";"20";"14,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300464";"LEGUME IN NATURA";"LEGUME IN NATURA, TIPO VAGEM MACARRÃO";"50";"19,29"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300500";"MOLHO DE MESA";"MOLHO DE MESA, TIPO INGLÊS, COMPOSIÇÃO TRADICIONAL, APRESENTAÇÃO LÍQUIDO";"8";"8,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300511";"TEMPERO";"TEMPERO, TIPO MISTURA PREPARADA PARA EMBUTIDOS CÁRNEOS, APRESENTAÇÃO PÓ, APLICAÇÃO USO CULINÁRIO, SABOR ESPECIARIAS E AROMAS NATURAIS";"10";"31,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300611";"FARINHA DE MILHO";"FARINHA DE MILHO, GRÃO AMARELO, TIPO BIJU, APRESENTAÇÃO TORRADA, CARACTERÍSTICA ADICIONAL TRANSGÊNICO, INGREDIENTE ADICIONAL FORTIFICADA COM FERRO E ÁCIDO FÓLICO";"69";"5,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300510";"TEMPERO";"TEMPERO, TIPO ERVAS FINAS DESIDRATADAS, APRESENTAÇÃO PÓ, APLICAÇÃO USO CULINÁRIO";"10";"18,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300323";"PÃO";"PÃO, BASE DE FARINHA DE TRIGO REFINADA, TIPO SEMI-DOCE, TIPO ADICIONAL HAMBURGER/REDONDO";"20";"16,34"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300161";"SAL";"SAL, TIPO REFINADO, APLICAÇÃO ALIMENTÍCIA, TEOR MÁXIMO SÓDIO 390 MG/G, ACIDEZ 7,0 PH";"160";"1,79"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300368";"LEITE CONDENSADO";"LEITE CONDENSADO, TIPO INTEGRAL, INGREDIENTE BÁSICO LEITE IN NATURA";"60";"17,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300488";"CONDIMENTO";"CONDIMENTO, TIPO ORÉGANO, APRESENTAÇÃO DESIDRATADO";"11";"27,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300540";"REFRIGERANTE";"REFRIGERANTE, MATERIAL ÁGUA GASOSA/XAROPE, SABOR LARANJA";"150";"1,59"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300537";"REFRIGERANTE";"REFRIGERANTE, MATERIAL ÁGUA GASOSA/XAROPE, SABOR GUARANÁ";"135";"1,49"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300526";"SUCO";"SUCO, APRESENTAÇÃO XAROPE, SABOR GROSELHA, TIPO ARTIFICIAL, CARACTERÍSTICAS ADICIONAIS AROMA ARTIFICIAL";"20";"49,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300478";"LEGUME EM CONSERVA";"LEGUME EM CONSERVA, TIPO MILHO VERDE";"45";"43,12"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300513";"TEMPERO";"TEMPERO, TIPO CHIMICHURRI À BASE DE ERVAS E ESPECIARIAS, APRESENTAÇÃO PASTA, APLICAÇÃO BIFE, CHURRASCO E ASSADO";"10";"25,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300255";"CHANTILLY";"CHANTILLY, INGREDIENTES GORDURA VEGETAL INTERESTERIFICADA, AÇÚCAR, SAL, C A, PRAZO VALIDADE 12 MÊS, TIPO EMBALAGEM TETRA PAK";"5";"16,80"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300616";"AMIDO";"AMIDO, BASE DE MILHO, GRUPO FÉCULA";"20";"8,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300519";"AZEITE";"AZEITE, ESPÉCIE VEGETAL DE DENDÊ, OLÉO DE PALMA, TIPO PURO, TEOR DA ACIDEZ BAIXO OLÉICO";"10";"16,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300024";"LEGUME IN NATURA";"LEGUME IN NATURA, TIPO BATATA BAROA/ MANDIOQUINHA";"12";"14,94"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300313";"AMIDO";"AMIDO, BASE DE MANDIOCA, ASPECTO FÍSICO TIPO 1, ACIDEZ POLVILHO AZEDO, SUBGRUPO PÓ, GRUPO FÉCULA";"30";"8,70"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300668";"SACO";"SACO, MATERIAL POLIETILENO VIRGEM ALTA DENSIDADE, APLICAÇÃO ACONDICIONAMENTO DE OBJETOS VARIADOS, CARACTERÍSTICAS ADICIONAIS ZIP LOCK,HERMÉTICO,COM TARJA, ALTURA 40 CM, LARGURA 30 CM, TRANSMITÂNCIA TRANSPARENTE";"3";"73,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300451";"LEGUME IN NATURA";"LEGUME IN NATURA, TIPO BATATA DOCE";"200";"2,89"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300159";"VINAGRE";"VINAGRE, MATÉRIA-PRIMA MAÇÃ, TIPO AROMÁTICO, ACIDEZ 4,20 PER, ASPECTO FÍSICO LÍQUIDO, ASPECTO VISUAL LÍMPIDO E SEM DEPÓSITOS";"20";"3,97"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300282";"DOCE NÃO CONFEITADO";"DOCE NÃO CONFEITADO, TIPO EM CALDA, SABOR ABACAXI";"24";"9,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300346";"BOLO ALIMENTÍCIO";"BOLO ALIMENTÍCIO, SABOR FRUTAS CRISTALIZADAS/PASSAS, TIPO PANETONE, PESO 400 G";"14";"16,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300498";"MOLHO DE MESA";"MOLHO DE MESA, TIPO CATCHUP, COMPOSIÇÃO TRADICIONAL, APRESENTAÇÃO CREME";"20";"12,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300019";"FRUTA";"FRUTA, TIPO UVA ITÁLIA, APRESENTAÇÃO NATURAL";"20";"15,02"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300643";"MARMITA DESCARTÁVEL";"MARMITA DESCARTÁVEL, MATERIAL ALUMÍNIO, TAMANHO Nº 9, CARACTERÍSTICAS ADICIONAIS TAMPA DE ALUMÍNIO/ FECHAMENTO A MÁQUINA.";"148";"51,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300246";"QUEIJO";"QUEIJO, ORIGEM DE VACA, VARIEDADE CREAM CHEESE, APRESENTAÇÃO CREMOSO";"14";"60,59"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300416";"PAPEL ALUMÍNIO";"PAPEL ALUMÍNIO, MATERIAL ALUMÍNIO, COMPRIMENTO 7,50 M, LARGURA 45 CM, APRESENTAÇÃO ROLO";"10";"5,50"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300620";"PÃO";"PÃO, BASE DE FARINHA DE TRIGO REFINADA, TIPO DE FORMA, TIPO ADICIONAL TRADICIONAL, APRESENTAÇÃO FATIADO, TIPO EMBALAGEM EMBALAGEM INDIVIDUAL";"100";"6,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300625";"MACARRÃO";"MACARRÃO, TEOR DE UMIDADE MASSA INSTANTÂNEA, BASE DA MASSA DE FARINHA DE TRIGO , INGREDIENTES ADICIONAIS COM SABOR E TEMPEROS, APRESENTAÇÃO ESPAGUETE LÁMEN";"50";"5,79"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300505";"TEMPERO";"TEMPERO, APRESENTAÇÃO TABLETE, APLICAÇÃO USO CULINÁRIO, SABOR LEGUMES";"48";"2,49"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300504";"MOLHO DE MESA";"MOLHO DE MESA, TIPO BARBECUE, COMPOSIÇÃO TRADICIONAL, APRESENTAÇÃO LÍQUIDO";"5";"14,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300528";"SUCO";"SUCO, APRESENTAÇÃO LÍQUIDO, SABOR CAJÚ, TIPO INTEGRAL, CARACTERÍSTICAS ADICIONAIS CONCENTRADO E SEM ADIÇÃO DE AÇÚCAR, VALIDADE 5 MESES";"91";"2,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300029";"LEGUME IN NATURA";"LEGUME IN NATURA, TIPO PIMENTÃO AMARELO";"19";"9,80"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300619";"PÃO";"PÃO, BASE DE FARINHA DE TRIGO REFINADA, TIPO TIPO FRANÇÊS/BRANCO/DE SAL";"1941";"9,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300473";"LEGUME PROCESSADO";"LEGUME PROCESSADO, TIPO MANDIOCA, PREPARO IN NATURA, APRESENTAÇÃO CONGELADO, À VÁCUO";"70";"10,73"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300366";"LEITE CÔCO";"LEITE CÔCO, TIPO INTEGRAL, PRAZO VALIDADE MÍNIMO 12 MESES";"24";"9,70"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300149";"BICARBONATO DE SÓDIO";"BICARBONATO DE SÓDIO, APRESENTAÇÃO PÓ";"1";"9,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300494";"CONDIMENTO";"CONDIMENTO, TIPO ALHO, APRESENTAÇÃO PASTA";"46";"27,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300618";"PÃO";"PÃO, BASE DE FARINHA DE TRIGO REFINADA, TIPO SEMI-DOCE, TIPO ADICIONAL BISNAGA, CACHORRO QUENTE";"50";"18,74"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300477";"LEGUME EM CONSERVA";"LEGUME EM CONSERVA, TIPO AZEITONA VERDE, TAMANHO GRANDE, APRESENTAÇÃO SEM CAROÇO";"25";"34,72"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300535";"REFRIGERANTE";"REFRIGERANTE, MATERIAL ÁGUA GASOSA/XAROPE, SABOR GUARANÁ";"60";"6,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300362";"FRUTA";"FRUTA, TIPO 1 UVA PASSA, APRESENTAÇÃO DESIDRATADA/ SECA, ADICIONAL BRANCA";"22";"28,00"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300497";"MOLHO DE MESA";"MOLHO DE MESA, TIPO MAIONESE, COMPOSIÇÃO TRADICIONAL, APRESENTAÇÃO CREME";"33";"26,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300475";"OVO";"OVO, ORIGEM CODORNA";"50";"9,93"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300109";"CONDIMENTO";"CONDIMENTO, TIPO ALHO PORÓ, APRESENTAÇÃO NATURAL";"35";"26,99"
"52121";"Comando do Exército";"160106";"2 BATALHAO FERROVIARIO";"001102023";"1601060500054202300516";"MASSA DE TOMATE";"MASSA DE TOMATE, TIPO EXTRATO CONCENTRADO, COMPOSIÇÃO TRADICIONAL, APRESENTAÇÃO CREME";"80";"39,99"
